- Wed Aug 02 2023 16:39:46 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 10:30:00,32.41,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 10:30:00,34.53,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 10:30:00,35.52,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 10:30:00,33.93,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 10:30:00,36.05,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 10:30:00,24.22,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 10:30:00,1575.736,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 10:30:00,1664.517,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 10:30:00,1539.2706,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 10:30:00,1493.1296,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 10:30:00,1500.864,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 10:30:00,1314.516,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 10:45:00,32.4,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 10:45:00,34.53,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 10:45:00,35.5,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 10:45:00,33.92,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 10:45:00,36.03,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 10:45:00,24.23,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 10:45:00,1575.094,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 10:45:00,1663.8716,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 10:45:00,1539.1203,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 10:45:00,1493.2576,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 10:45:00,1500.864,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 10:45:00,1314.402,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 11:00:00,32.38,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 11:00:00,34.54,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 11:00:00,35.5,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 11:00:00,33.92,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 11:00:00,36.03,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 11:00:00,24.22,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 11:00:00,1576.378,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 11:00:00,1663.8716,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 11:00:00,1538.97,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 11:00:00,1493.5146,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 11:00:00,1501.026,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 11:00:00,1314.597,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 11:15:00,32.36,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 11:15:00,34.53,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 11:15:00,35.5,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 11:15:00,33.92,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 11:15:00,36.03,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 11:15:00,24.21,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_15 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 1,2023-08-03 11:15:00,1576.1636,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_16 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 2,2023-08-03 11:15:00,1663.549,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_17 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 3,2023-08-03 11:15:00,1538.97,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_18 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 4,2023-08-03 11:15:00,1493.2583,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_19 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 5,2023-08-03 11:15:00,1500.702,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_20 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,Volumetric Ionic Content 6,2023-08-03 11:15:00,1314.4776,VIC
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_9 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 1,2023-08-03 11:30:00,32.36,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_10 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 2,2023-08-03 11:30:00,34.51,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_11 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 3,2023-08-03 11:30:00,35.49,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_12 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 4,2023-08-03 11:30:00,33.92,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_13 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 5,2023-08-03 11:30:00,36.03,%
- Fri Aug 04 2023 12:55:10 GMT+0100 (Western European Summer Time) | MESSAGE: DB QUERY: 
  WITH sensor_data AS (SELECT s.id AS sensor_id FROM sensor s INNER JOIN station st ON s.station = st.id WHERE st.serial = $1 AND s.name = $2 LIMIT 1) INSERT INTO reg_sensor_14 (registered_date, sensor, average, minimum, maximum, unit) SELECT $3, sensor_id, $4, $5, $6, $7 FROM sensor_data;| VALORES QUERY: 0120C2E0,EAG Soil moisture 6,2023-08-03 11:30:00,24.22,%
